abad,17
abancay,43
abandonado,2
abandono,12
abanico,4
abanquino,1
abaratamiento,1
abarcar,3
abarco,1
abarrotado,1
abastecer,1
abastecimiento,28
abasteimiento,1
abasto,11
abel,2
abelardir,6
abierto,16
abogacir,1
abogacía,7
abogado,19
abogar,1
abominabl,2
abonado,1
abonar,1
aborigen,1
aborto,1
abreviado,2
abril,24
abrir,4
absoluto,2
absolutorio,2
absorción,1
absortion,1
absuelto,2
abusar,1
abusivo,8
abuso,16
acabar,1
academia,14
academico,1
académico,25
acaecido,1
acaparamento,1
acaparamientir,1
acaparamiento,34
acari,2
acarrear,1
acarí,3
accceso,1
accedar,2
acceder,56
accederar,1
accesibilidad,7
accesibl,2
accesible,5
accesitario,5
acceso,366
accesorio,5
accidentalidad,1
accidente,41
accionar,11
accionariado,2
accionario,2
accionista,7
acción,173
accón,1
acecho,1
aceite,1
aceituna,3
acelera,1
acelerado,2
acelerar,3
aceptación,1
aceptar,4
acerca,4
acercamiento,2
acho,1
acional,2
acividad,3
acivo,1
ación,1
aclaración,1
aclarar,7
acnur,2
aco,2
acobamba,8
acoger,25
acogida,6
acogimiento,16
acojar,1
acolla,4
acometido,1
acompañant,2
acontecer,1
acontecimiento,5
aconómico,1
acora,7
acorde,8
acordir,1
acoro,2
acoso,54
acotado,1
acr,2
acre,2
acreditación,16
acreditar,13
acreedor,7
acreedora,1
acreencia,1
acta,5
actiidad,1
actitud,4
activamente,3
activar,1
activiad,1
actividad,451
actividaded,1
activo,96
acto,106
actor,12
actuación,13
actual,20
actualidad,2
actualización,14
actualizada,1
actualizado,60
actualizar,15
actualizo,11
actualmenetir,1
actualmente,14
actuar,2
actúar,4
acuartelado,5
acudir,8
acuerdo,202
acuicolar,1
acuicolo,3
acuicultor,2
acuicultura,23
acuiculturar,1
acuifera,1
acuifero,1
acumulación,10
acumulado,17
acumular,5
acumunlado,1
acusación,2
acusar,1
acutu,2
acuático,5
acuícola,6
acuícolo,2
acápite,5
ací,1
adaptación,11
ade,1
adecuación,24
adecuadamente,5
adecuadar,1
adecuado,111
adecuar,26
adecuándolar,1
adecuándolo,1
adecúar,5
adelantar,4
adelante,13
adelanto,6
adelar,1
adema,1
además,21
adenda,7
adendo,1
adeudado,5
adeudir,1
adeudo,4
adherir,1
adhesión,6
adicción,1
adiciconar,1
adicionado,1
adicional,41
adicionalmente,3
adicionar,42
adición,3
adiestramiento,2
adiestran,1
adiestrar,1
adjudicación,22
adjudicado,9
adjudicar,7
adjundicado,1
adjuntar,1
adm,1
adminisión,1
administación,2
administativo,2
administracion,1
administraciòn,1
administración,251
administrada,1
administrado,35
administradora,4
administradoro,5
administrar,20
administrativo,231
adminsitración,1
adminstación,1
admisibilidad,1
admisión,11
adn,2
adolecent,1
adolecente,1
adolencia,1
adolescencia,8
adolescenete,1
adolescente,153
adopción,21
adoptado,22
adoptar,19
adquierar,1
adquiero,1
adquirido,16
adquirir,26
adquis,5
adquisición,101
adquisitivo,3
adqusición,1
adscrita,1
adscritar,1
adscrito,24
aduana,47
aduanera,2
aduanero,7
aducción,2
adulta,9
adultar,2
adulteración,5
adulterado,1
adulto,67
aduán,1
adverso,6
advertir,1
adyacente,5
aeeropuerto,1
aeo,1
aereo,1
aerolínea,1
aeronave,3
aeronáutica,1
aeronáutico,6
aeroportuario,10
aeropuerto,97
aeródromo,15
afectación,17
afectado,131
afectanar,1
afectar,103
afecto,2
afectodo,1
afectuado,1
afianzamiento,39
afianzar,14
afiliacion,1
afiliación,21
afiliada,2
afiliadao,1
afiliado,152
afiliar,4
afin,1
afinidad,4
afirmación,2
afirmar,1
afirmativo,1
afluencia,3
afluent,7
afocat,3
aforntar,1
afp,77
afps,22
africano,1
afrontar,20
afroperuano,15
afroperuán,4
afín,21
agallpampa,2
agencia,6
agenda,8
agendo,1
agent,2
agente,23
agilización,1
agilizar,10
aglomeración,1
agosto,26
agostura,1
agotar,1
agrari,2
agraria,5
agrarias,1
