abad,4
abancay,3
abanquino,1
abarcar,1
abasto,1
abelardir,2
abierto,5
abogado,1
abril,1
absolutorio,1
absuelto,2
abusivo,2
academia,1
académico,5
acaparamiento,6
acari,2
acarrear,1
acarí,1
acceder,6
acceso,69
accidentalidad,1
accidente,6
accionar,4
accionariado,2
acción,34
acho,1
acivo,1
acoger,3
acogida,2
acogimiento,6
acojar,1
acolla,4
acompañant,2
acontecer,1
acora,3
acorde,3
acoro,2
acreditar,1
acreedor,1
acta,2
actitud,1
activiad,1
actividad,76
activo,17
acto,19
actor,3
actuación,1
actual,4
actualidad,1
actualización,4
actualizado,18
actualizar,1
actualmente,2
acuartelado,2
acuerdo,41
acuicultura,3
acuifero,1
acumulado,1
acuático,1
acuícola,2
acápite,1
adaptación,5
ade,1
adecuación,8
adecuadamente,1
adecuado,20
adecuar,7
adecúar,1
adelanto,3
además,5
adenda,6
adendo,1
adeudado,1
adeudo,2
adhesión,2
adicional,11
adicionalmente,1
adicionar,17
adición,1
adiestramiento,1
adjudicación,7
adm,1
administración,59
administrado,2
administradoro,4
administrar,4
administrativo,59
admisibilidad,1
adn,2
adolescente,42
adopción,3
adoptar,6
adquierar,1
adquirido,5
adquirir,3
adquis,3
adquisición,12
adscrita,1
adscrito,7
aduana,8
adulta,3
adulto,11
aduán,1
aerolínea,1
aeronáutico,1
aeropuerto,22
aeródromo,6
afectación,2
afectado,45
afectar,28
afecto,1
afianzamiento,16
afianzar,10
afiliado,13
afocat,3
afp,6
afps,1
africano,1
afrontar,1
afroperuano,3
afroperuán,1
afín,3
agallpampa,2
agenda,4
agendo,1
agent,2
agente,7
agilizar,1
agosto,8
agrario,16
agrava,3
agravado,3
agravante,3
agravar,4
agravio,9
agregar,2
agricola,1
agricultor,10
agricultura,17
agro,2
agropecuario,5
agréguese,1
agrícola,20
agua,59
aguo,3
agurto,2
ahorro,5
air,2
aire,5
aislamiento,2
ajelo,2
ajuste,2
alarcón,1
albergar,1
albergue,1
alcabala,2
alcad,1
alcalde,15
alcalz,1
alcance,34
alcantarillado,22
alcanzar,1
alcid,4
aldámiz,2
aledaña,1
alegre,2
alegría,1
alejado,1
alejandro,4
algarrobal,1
alguno,4
alianza,4
alimenetario,1
alimentación,16
alimentario,14
alimenticio,3
alimento,18
allanir,2
almacenaje,3
almacenar,1
alojamiento,1
alpaquero,4
alta,2
altamente,3
alteración,2
alterar,1
alternativa,1
alternativo,5
alto,62
altoandino,1
altura,1
alumbramiento,1
alumno,5
alza,3
amantani,2
